Gender,BirthState,State_Id,TimeInApp,Age,paid_amount,Paid,loan_num,annual_interest_rate_per,loan_rate_salary
1,12,13,10.583005,3.2126966,7.1421947,1,4.1231055,1.4632554,0.4919573
1,13,14,10.440307,3.3706653,6.621126,1,2.828427,1.4632554,0.4947208
0,8,7,7.8740077,4.141667,7.161467,1,1.4142135,1.4632554,0.49831912
1,13,14,10.0,3.5728147,6.4724083,1,4.358899,1.4632554,0.5524779
1,23,22,8.246211,3.825452,7.491411,1,3.1622777,1.4632554,0.57591593
0,13,14,11.916375,3.4802604,6.9859195,1,6.708204,1.686399,0.46326858
1,8,7,11.874342,3.9078803,7.0528684,1,1.4142135,1.686399,0.17000537
0,8,7,10.535654,3.8341317,7.411961,1,5.3851647,1.974081,0.5974664
0,30,30,10.34408,3.9646323,6.908835,1,6.5574384,1.974081,0.41665477
0,15,16,10.440307,3.8803422,6.62255,1,3.4641016,2.3795462,0.40992364
1,24,25,10.583005,3.8648496,6.7057614,1,2.6457512,3.0726933,0.56634116
0,8,7,9.797959,3.4319758,6.3190584,1,2.4494898,3.0726933,0.3827497
0,13,14,10.630146,3.4546375,5.4282923,1,6.78233,3.0726933,0.19691366
0,13,14,10.583005,3.9707954,6.9769735,1,5.7445626,3.0726933,0.4311091
0,8,7,10.677078,3.8748448,7.3221207,1,3.0,0.36464313,0.5656634
0,13,14,10.440307,3.2273545,7.159805,1,2.6457512,-0.32850406,0.5566201
1,13,14,10.246951,3.5728147,6.492043,1,4.358899,0.36464313,0.5579369
0,13,14,10.723805,3.4629085,7.2334986,1,7.937254,0.43363598,0.53172535
1,13,14,10.770329,3.455416,7.1713724,1,6.928203,0.43363598,0.49750534
0,13,14,10.677078,3.4180744,6.99183,1,5.0990195,0.43363598,0.49227476
1,23,22,8.5440035,3.825452,7.4866247,1,3.1622777,0.43363598,0.57453847
0,13,14,10.770329,3.5879202,8.165301,1,7.2111025,0.43363598,0.5245573
0,11,11,11.916375,3.75438,8.684492,1,7.745967,0.43363598,0.55306417
0,23,22,11.61895,3.5829864,7.3777905,1,8.185352,0.43363598,0.56578285
1,13,14,10.770329,3.3565464,7.0228148,1,5.8309517,0.43363598,0.5657724
0,13,14,10.723805,3.3603563,7.5202293,1,6.708204,0.43363598,0.5657678
0,8,7,10.677078,3.4488244,6.3113174,1,3.4641016,0.23947997,0.29454437
1,8,7,10.488089,3.7488515,6.6268106,1,5.0990195,0.43363598,0.5611025
0,13,14,10.723805,3.4546375,6.4267473,1,6.78233,0.43363598,0.32485646
1,30,30,8.306623,3.1676185,6.2177434,1,2.6457512,0.43363598,0.4537762
1,8,7,10.816654,3.7724855,7.4292536,1,8.124039,1.974081,0.5657017
0,22,23,10.535654,3.560984,6.5487633,1,2.236068,0.43363598,0.41829005
0,13,14,10.816654,3.295558,6.501725,1,4.0,0.43363598,0.440565
1,13,14,10.908712,3.8403277,6.758048,1,6.0827627,0.43363598,0.5158433
0,11,11,10.862781,3.1722188,4.3290215,1,2.4494898,0.43363598,0.13993362
0,8,7,9.899495,3.4319758,7.1016183,1,2.4494898,0.43363598,0.56675977
1,12,13,10.908712,3.2126966,7.306451,1,4.1231055,0.50774395,0.61706525
0,19,18,11.135529,3.8017068,8.074297,1,7.8740077,0.50774395,0.5502958
1,24,25,10.723805,3.8648496,6.7057614,1,2.6457512,0.50774395,0.5784488
0,8,7,10.770329,3.8341317,7.3050137,1,5.3851647,0.50774395,0.5131587
0,13,14,10.723805,3.8162143,7.345868,1,6.928203,0.50774395,0.6417341
0,24,25,11.874342,3.5209913,7.5202293,1,6.8556547,0.50774395,0.5660595
1,13,14,12.124355,3.6573117,6.467435,1,1.4142135,1.686399,0.11644596
1,8,7,12.0,4.0582457,6.283761,1,2.828427,0.50774395,0.46843392
1,13,14,10.954452,3.4949093,6.908835,1,5.0990195,0.50774395,0.44469494
1,11,11,11.445523,4.165662,8.654737,1,4.0,0.5877867,0.5189308
1,18,19,11.269427,3.8062212,7.596121,1,6.4031243,0.5877867,0.56840837
0,8,7,11.916375,3.5567746,7.456807,1,2.828427,0.5877867,0.5568185
0,13,14,10.630146,3.2864897,5.9278855,1,5.0990195,0.5877867,0.29843485
1,13,14,12.206555,3.4785724,7.71647,1,4.2426405,0.5877867,0.4557872
0,13,14,10.862781,3.6448724,7.2068963,1,6.5574384,0.5877867,0.67867935
1,13,14,10.862781,3.3706653,6.6422653,1,2.828427,0.6747981,0.47180733
1,13,14,12.124355,3.3939157,7.4292536,1,8.602325,0.6747981,0.47903416
1,13,14,10.954452,3.2766151,0.0,0,7.6811457,0.6747981,0.5117513
1,13,14,10.954452,3.2766151,6.615409,1,7.6811457,0.6747981,0.5117513
1,13,14,11.045361,3.3940074,7.2713842,1,1.0,0.6747981,0.5226461
0,13,14,10.908712,3.4115024,6.7530646,1,4.1231055,0.6747981,0.35407594
1,8,7,11.0,3.7724855,7.4292536,1,8.124039,0.7701082,0.47903416
0,8,7,12.206555,3.5162032,7.1738358,1,4.8989797,0.7701082,0.3880577
1,13,14,11.045361,3.3486905,6.480643,1,7.81025,0.7701082,0.41000485
0,8,7,11.090536,3.4878209,7.4727397,1,4.2426405,0.7701082,0.48447752
0,13,14,8.5440035,3.046964,4.0915074,1,5.91608,0.50774395,0.15997344
0,30,30,11.269427,3.9381003,7.4549513,1,7.6811457,0.7701082,0.56664515
1,8,7,12.409674,3.3477283,7.78327,1,5.0990195,0.7701082,0.56607664
0,13,14,10.908712,3.9707954,8.157662,1,5.7445626,0.87546873,0.5624366
1,13,14,11.135529,3.9084299,5.712511,1,6.4807405,0.87546873,0.18673952
1,23,22,12.165525,3.5040908,6.477357,1,7.4161983,0.87546873,0.47790924
1,18,19,10.677078,3.699094,7.4381013,1,5.8309517,0.87546873,0.55446625
0,13,14,11.090536,3.7056444,7.084729,1,5.196152,0.9932518,0.4605748
0,13,14,12.328828,3.4802604,7.3791265,1,6.708204,0.9932518,0.5721088
0,13,14,11.135529,3.3267138,0.0,0,5.3851647,0.9932518,0.42864123
0,13,14,11.135529,3.3267138,6.9859195,1,5.3851647,0.9932518,0.42949286
0,30,30,10.816654,3.9646323,7.4561887,1,6.5574384,0.9932518,0.54821146
0,13,14,11.090536,3.2033973,7.1689034,1,5.5677643,0.9932518,0.48435786
0,13,14,12.4499,3.509019,9.185941,1,3.1622777,0.9932518,0.51851374
0,13,14,11.135529,3.3162372,6.7922435,1,5.5677643,0.9932518,0.52903664
0,8,7,11.045361,3.4408743,7.0417004,1,8.306623,0.9932518,0.42367202
1,13,14,11.0,3.585039,7.050088,1,4.472136,0.9932518,0.49513224
0,8,7,11.045361,3.114473,7.387771,1,6.4031243,1.2809339,0.4691948
0,14,7,12.4499,3.840916,8.914348,1,4.582576,1.2809339,0.531865
0,13,14,11.401754,3.309158,6.4624367,1,1.7320508,1.4632554,0.26674455
1,13,14,11.135529,3.167388,5.370266,1,4.690416,1.4632554,0.26770797
0,13,16,12.0415945,3.3661387,6.8229814,1,3.8729835,1.4632554,0.36641455
0,13,14,12.489996,3.3993247,7.383791,1,1.4142135,1.4632554,0.39727947
0,13,14,12.489996,3.11423,6.3933234,1,1.0,1.686399,0.34542963
1,13,14,12.688578,3.4027932,6.3035345,1,1.4142135,1.2809339,0.22383389
0,23,22,12.124355,3.3525305,4.758063,1,5.0,1.974081,0.082898036
0,8,7,11.269427,4.028232,7.703522,1,1.0,1.2809339,0.7830396
1,5,6,11.357817,3.2489462,5.3801737,1,3.0,2.3795462,0.17674491
0,13,14,11.874342,3.2758913,7.4418716,1,7.4161983,2.3795462,0.54550177
1,13,14,12.489996,3.189848,6.575954,1,2.236068,3.0726933,0.35837573
0,13,14,12.409674,3.5660272,5.365275,1,1.4142135,1.974081,0.19448645
1,13,14,10.954452,3.5728147,6.492043,1,4.358899,2.3795462,0.51606864
0,8,7,11.357817,3.8748448,7.3249445,1,3.0,2.3795462,0.53683144
0,8,7,10.630146,3.4319758,7.1016183,1,2.4494898,2.3795462,0.56675977
0,14,7,12.727922,3.840916,9.00239,1,4.582576,2.3795462,0.55580425
0,19,18,11.74734,3.8017068,8.070291,1,7.8740077,2.3795462,0.5491941
0,13,14,11.401754,3.4629085,7.3595757,1,7.937254,2.3795462,0.64335716
1,18,19,11.83216,3.8062212,7.6004076,1,6.4031243,2.3795462,0.5696285
1,13,14,11.532562,3.3486905,6.6952424,1,7.81025,2.3795462,0.45651302
1,8,7,11.135529,3.7488515,6.6268106,1,5.0990195,2.3795462,0.5371786
0,11,11,12.529964,3.75438,8.684492,1,7.745967,2.3795462,0.5400928
1,24,25,11.357817,3.8648496,6.708377,1,2.6457512,2.3795462,0.57920665
1,13,14,11.445523,3.3565464,7.0228148,1,5.8309517,2.3795462,0.56603515
0,13,14,11.224972,3.2864897,7.0035653,1,5.0990195,2.3795462,0.5114608
1,23,22,9.380832,3.825452,7.4866247,1,3.1622777,2.3795462,0.6028303
0,13,14,11.401754,3.3603563,7.5202293,1,6.708204,2.3795462,0.5660595
0,13,14,11.445523,3.5879202,8.1640835,1,7.2111025,2.3795462,0.532069
1,13,14,11.489125,3.455416,7.1730156,1,6.928203,2.3795462,0.45892
1,12,13,11.532562,3.2126966,7.307169,1,4.1231055,2.3795462,0.6172869
0,22,23,11.224972,3.560984,7.178744,1,2.236068,2.3795462,0.5733523
0,23,22,12.247449,3.5829864,7.329868,1,8.185352,2.3795462,0.52793187
1,13,14,12.569805,3.2961664,4.6617393,1,6.0827627,2.3795462,0.13818265
0,13,14,11.401754,3.4180744,6.99183,1,5.0990195,2.3795462,0.4536683
1,8,7,12.60952,4.0582457,6.4657717,1,2.828427,3.0726933,0.51314366
1,8,15,12.60952,3.8850787,6.902401,1,4.0,3.0726933,0.5657321
0,24,25,12.489996,3.5209913,7.5202293,1,6.8556547,3.0726933,0.5660595
0,13,14,11.61895,3.5059006,7.082935,1,7.3484693,3.0726933,0.50886345
1,13,14,12.649111,3.3939157,7.4317913,1,8.602325,3.0726933,0.47964266
1,13,14,11.532562,3.2766151,6.6253924,1,7.6811457,3.0726933,0.5143156
1,30,30,9.219544,3.1676185,6.575954,1,2.6457512,0.43363598,0.4903315
0,13,14,11.61895,3.246499,7.303574,1,6.928203,3.0726933,0.53305286
1,13,14,11.445523,3.585039,7.3333693,1,4.472136,3.0726933,0.570534
0,23,22,12.369317,3.5829864,7.3777905,1,8.185352,1.4632554,0.5407428
0,8,7,10.770329,3.4319758,7.1007366,1,2.4494898,0.5877867,0.5665097
1,18,19,11.958261,3.8062212,7.6004076,1,6.4031243,1.974081,0.5696285
0,19,18,11.874342,3.8017068,8.037311,1,7.8740077,0.5877867,0.54020935
1,8,7,11.61895,3.7724855,7.5225463,1,8.124039,1.686399,0.50192195
1,13,14,11.090536,3.5728147,6.448984,1,4.358899,0.5877867,0.50505996
1,13,14,11.61895,3.2766151,6.5848603,1,7.6811457,0.5877867,0.50398356
1,8,15,12.688578,3.8850787,6.906695,1,4.0,2.3795462,0.5669492
0,8,7,11.489125,3.8748448,6.8751493,1,3.0,1.686399,0.4286322
0,13,14,11.357817,3.2864897,7.1421947,1,5.0990195,0.5877867,0.54820234
0,13,14,11.532562,3.4629085,6.1097584,1,7.937254,0.5877867,0.3441226
1,13,14,12.727922,3.3939157,7.5225463,1,8.602325,1.974081,0.50192195
1,23,22,9.539392,3.825452,7.3513765,1,3.1622777,0.5877867,0.5633894
0,22,23,11.357817,3.560984,7.178744,1,2.236068,1.974081,0.5733523
1,24,25,11.489125,3.8648496,6.708377,1,2.6457512,1.974081,0.57920665
0,8,7,12.569805,3.5567746,6.8136206,1,2.828427,1.974081,0.4035842
0,13,14,11.661903,3.2033973,6.9888744,1,5.5677643,0.5877867,0.44262964
0,13,14,11.7046995,3.5059006,7.082935,1,7.3484693,0.5877867,0.50886345
1,26,26,12.727922,4.002055,6.825308,1,5.2915025,0.6747981,0.549227
1,13,14,11.661903,3.455416,7.2728705,1,6.928203,0.7701082,0.482432
0,13,14,11.83216,3.4112313,7.316455,1,1.7320508,2.3795462,0.53679955
1,13,14,11.74734,3.3486905,6.797036,1,7.81025,0.9932518,0.48037827
0,11,11,12.767145,3.75438,8.731679,1,7.745967,0.87546873,0.55298895
0,13,14,11.7046995,3.295558,6.577444,1,4.0,0.87546873,0.45758945
1,13,14,11.489125,3.333084,6.1874423,1,2.828427,0.9932518,0.44675842
0,13,14,12.649111,3.35138,7.2226315,1,2.828427,0.9932518,0.4781852
1,8,15,12.845233,3.8850787,6.906695,1,4.0,0.9932518,0.5669492
0,22,23,11.532562,3.560984,7.153967,1,2.236068,-0.0628009,0.56628764
1,13,14,11.74734,3.3565464,5.774179,1,5.8309517,0.9932518,0.3028472
0,8,7,11.661903,3.8748448,6.8751493,1,3.0,3.0726933,0.4286322
1,13,14,12.922848,3.3939157,7.5225463,1,8.602325,0.9932518,0.50192195
0,13,14,11.874342,3.246499,6.457413,1,6.928203,1.1267831,0.34900695
0,13,14,11.958261,3.4112313,7.316455,1,1.7320508,1.1267831,0.53679955
1,8,7,11.83216,3.7724855,7.4317913,1,8.124039,1.974081,0.47964266
0,13,14,11.7046995,3.9707954,7.5202293,1,5.7445626,1.1267831,0.56605977
0,14,7,13.038404,3.840916,8.776409,1,4.582576,1.1267831,0.49641412
1,12,13,11.874342,3.2126966,7.307169,1,4.1231055,1.1267831,0.6172869
0,8,7,11.7046995,3.8748448,7.3249445,1,3.0,1.1267831,0.53683144
1,18,19,11.489125,3.699094,7.473955,1,5.8309517,1.2809339,0.56450164
0,8,7,11.74734,3.4488244,7.617912,1,3.4641016,1.2809339,0.5282667
0,30,30,11.61895,3.9646323,7.383126,1,6.5574384,1.2809339,0.5285343
0,13,14,13.038404,3.4802604,7.3777905,1,6.708204,1.2809339,0.5717264
0,13,14,9.643651,3.046964,6.1401863,1,5.91608,1.2809339,0.4488535
0,13,14,13.2664995,3.509019,4.577388,1,3.1622777,1.686399,0.051499583
0,30,30,12.165525,3.9381003,7.4549513,1,7.6811457,1.686399,0.56664515
0,23,22,11.7046995,3.5864048,6.295672,1,2.0,1.974081,0.50910044
0,8,7,12.083046,3.4878209,7.475169,1,4.2426405,1.974081,0.48506677
1,18,19,12.328828,3.8062212,7.599336,1,6.4031243,1.974081,0.56932336
1,8,7,12.0415945,3.7724855,7.4317913,1,8.124039,2.3795462,0.47964266
1,13,14,12.961481,3.209938,4.7941365,1,4.690416,2.3795462,0.19279112
1,13,14,12.124355,3.3486905,6.6952424,1,7.81025,3.0726933,0.45651302
1,8,7,13.114877,3.985454,6.7530646,1,5.8309517,3.0726933,0.50540036
1,24,25,12.0,3.8648496,6.708377,1,2.6457512,0.36464313,0.57920665
0,13,14,12.0415945,3.4629085,7.3595757,1,7.937254,0.36464313,0.64335716
1,13,14,12.124355,3.455416,7.1730156,1,6.928203,0.36464313,0.45892
1,13,14,11.61895,3.5728147,6.5113144,1,4.358899,0.36464313,0.5210729
0,11,11,13.152946,3.75438,8.684492,1,7.745967,0.36464313,0.5400928
0,8,7,11.313708,3.4319758,7.1016183,1,2.4494898,0.36464313,0.56675977
1,13,14,12.165525,3.2766151,6.615409,1,7.6811457,0.36464313,0.5117513
0,19,18,12.409674,3.8017068,8.0655985,1,7.8740077,0.36464313,0.54790676
0,13,14,11.874342,3.2864897,7.2053084,1,5.0990195,0.36464313,0.5657914
1,23,22,10.198039,3.825452,7.4267097,1,3.1622777,0.36464313,0.58502877
0,8,7,12.0415945,3.8748448,7.3249445,1,3.0,0.36464313,0.53683144
0,13,14,11.83216,3.2273545,7.159805,1,2.6457512,0.43363598,0.5615697
1,8,7,12.165525,3.7724855,7.4317913,1,8.124039,1.686399,0.47964266
1,13,14,12.206555,3.3486905,6.6952424,1,7.81025,0.43363598,0.45651302
0,14,15,12.0415945,3.8599584,7.5202293,1,4.690416,0.43363598,0.56605977
0,13,14,13.0,3.35138,7.5622344,1,2.828427,0.43363598,0.56674224
0,23,22,12.884099,3.5829864,7.3777905,1,8.185352,0.43363598,0.5407428
1,13,14,12.124355,3.3565464,7.0228148,1,5.8309517,0.43363598,0.5653097
0,13,14,12.083046,3.4546375,6.107379,1,6.78233,0.43363598,0.275892
0,23,22,11.916375,3.5864048,6.295672,1,2.0,0.50774395,0.54740506
0,13,14,12.288206,3.5059006,7.082935,1,7.3484693,0.50774395,0.48552874
0,13,14,13.379088,3.4802604,7.3777905,1,6.708204,0.50774395,0.54449344
1,13,14,12.328828,3.4949093,6.9888744,1,5.0990195,0.6747981,0.49712524
0,30,30,12.0415945,3.9646323,7.4678683,1,6.5574384,0.6747981,0.68195087
1,13,14,13.341664,3.3939157,7.4317913,1,8.602325,0.6747981,0.5381638
1,8,7,13.304134,3.985454,6.7530646,1,5.8309517,0.6747981,0.5024409
0,11,11,12.369317,3.1722188,3.1552968,1,2.4494898,0.7701082,0.07647166
0,13,14,12.206555,3.9707954,7.5202293,1,5.7445626,0.7701082,0.5802017
0,13,14,12.288206,3.6448724,7.2045135,1,6.5574384,0.7701082,0.57513124
1,18,19,12.0,3.699094,7.3817945,1,5.8309517,0.87546873,0.55088866
0,15,16,12.124355,3.8803422,6.9799643,1,3.4641016,0.87546873,0.49138194
0,8,7,12.247449,3.4488244,7.617912,1,3.4641016,0.87546873,0.5672758
1,8,7,12.369317,3.7724855,7.4317913,1,8.124039,2.3795462,0.57249415
0,13,14,12.529964,3.4112313,7.316455,1,1.7320508,0.87546873,0.5312912
1,13,14,13.304134,3.209938,4.0172834,1,4.690416,0.87546873,0.13820639
1,18,19,12.727922,3.8062212,7.599336,1,6.4031243,0.87546873,0.5937713
0,13,14,12.288206,3.8162143,6.983938,1,6.928203,0.9932518,0.46558827
0,8,7,12.489996,3.4878209,7.475169,1,4.2426405,0.9932518,0.53931415
0,8,7,12.288206,3.114473,7.4317913,1,6.4031243,0.9932518,0.5628505
1,12,13,12.489996,3.2126966,6.285756,1,4.1231055,0.9932518,0.3260766
0,30,30,12.649111,3.9381003,7.4530983,1,7.6811457,3.0726933,0.5627111
1,13,14,12.369317,3.585039,7.3333693,1,4.472136,1.1267831,0.5241163
0,13,14,12.4499,3.5879202,8.128435,1,7.2111025,1.1267831,0.51904124
1,26,26,13.490738,4.002055,6.8425765,1,5.2915025,1.2809339,0.5446987
0,13,14,12.4499,3.295558,6.5208125,1,4.0,1.2809339,0.5333692
1,8,7,12.688578,4.1091557,7.6671534,1,6.708204,2.3795462,0.37943038
0,18,19,9.949874,3.7995646,7.179559,1,3.4641016,1.4632554,0.5614322
0,13,14,12.529964,3.2033973,7.1689034,1,5.5677643,1.4632554,0.5143009
1,23,22,13.527749,3.5040908,6.183035,1,7.4161983,1.4632554,0.4330058
1,8,7,12.569805,3.7724855,7.4317913,1,8.124039,3.0726933,0.57249415
1,13,14,12.489996,3.3706653,5.5924783,1,2.828427,1.686399,0.2982175
0,8,7,13.638182,3.5162032,6.656122,1,4.8989797,1.686399,0.39173338
0,30,30,12.767145,3.9381003,7.4530983,1,7.6811457,1.686399,0.5627111
0,13,14,12.489996,3.3603563,7.5202293,1,6.708204,3.0726933,0.5625089
1,8,7,12.288206,3.7474325,7.0228148,1,4.1231055,1.974081,0.5953586
1,13,14,12.369317,3.333084,6.602425,1,2.828427,1.974081,0.5349271
1,8,7,13.601471,4.0582457,6.4657717,1,2.828427,1.974081,0.49020284
0,14,15,13.379088,3.6645615,4.1266503,1,7.8740077,2.3795462,0.0821606
0,8,15,13.784049,4.0336285,8.77987,1,5.477226,3.0726933,0.55797285
0,8,7,13.784049,3.8850224,7.202125,1,2.0,3.0726933,0.17933773
0,14,15,12.60952,3.3515718,6.315195,1,7.483315,3.0726933,0.33924666
0,8,7,13.711309,3.602801,4.630935,1,1.0,3.0726933,0.15126395
1,8,7,12.083046,4.030472,5.1167355,1,2.236068,3.0726933,0.2913975
1,8,7,12.369317,3.6514313,7.0228148,1,5.196152,3.0726933,0.5953586
1,13,14,13.784049,3.3939157,7.4317913,1,8.602325,1.686399,0.5381638
0,8,7,12.649111,3.8748448,7.3249445,1,3.0,1.1267831,0.5335527
0,13,14,12.4499,3.2273545,7.150615,1,2.6457512,0.43363598,0.5561456
0,8,7,11.958261,3.4319758,3.349904,0,2.4494898,-2.0512707,0.4808233
0,13,14,12.845233,3.5059006,7.4733477,1,7.3484693,0.43363598,0.59027034
0,13,14,12.688578,3.4629085,7.3595757,1,7.937254,0.43363598,0.5244092
0,23,22,13.453624,3.5829864,7.3797946,1,8.185352,0.43363598,0.5638407
1,13,14,12.727922,3.455416,7.29199,1,6.928203,0.43363598,0.50134766
1,13,14,12.288206,3.5728147,6.5113144,1,4.358899,0.43363598,0.5504295
1,13,14,12.727922,3.3565464,7.0228148,1,5.8309517,0.43363598,0.5653097
0,19,18,13.0,3.8017068,8.0655985,1,7.8740077,0.43363598,0.5328394
0,13,14,12.489996,3.2864897,7.230404,1,5.0990195,0.43363598,0.561678
1,23,22,10.908712,3.825452,7.3771214,1,3.1622777,0.43363598,0.5653695
0,30,30,12.529964,3.9646323,7.5202293,1,6.5574384,0.43363598,0.70005065
0,14,15,12.649111,3.8599584,7.5202293,1,4.690416,0.43363598,0.55081856
0,13,14,12.727922,3.5879202,8.162864,1,7.2111025,0.50774395,0.5280564
0,13,14,13.56466,3.35138,7.5600076,1,2.828427,0.50774395,0.5626965
0,14,15,12.688578,3.3515718,7.237354,1,7.483315,1.1267831,0.53826565
1,24,25,12.649111,3.8648496,6.7070704,1,2.6457512,1.1267831,0.25670108
0,11,11,13.711309,3.75438,8.732197,1,7.745967,0.50774395,0.5373123
0,22,23,12.529964,3.560984,0.0,0,2.236068,-0.2946025,0.633874
1,13,14,12.767145,3.2766151,6.6819205,1,7.6811457,0.50774395,0.42927805
1,26,26,13.747727,4.002055,6.11922,1,5.2915025,0.50774395,0.37917095
0,23,22,12.529964,3.5864048,6.295672,1,2.0,0.50774395,0.54740506
0,13,14,12.727922,3.6448724,7.2045135,1,6.5574384,0.50774395,0.57513124
0,13,14,12.688578,3.4180744,7.2713842,1,5.0990195,0.50774395,0.5240704
0,8,7,12.649111,3.4488244,7.617912,1,3.4641016,0.50774395,0.5672758
0,8,8,7.615773,3.581616,7.384455,1,3.0,0.50774395,0.5255604
1,13,14,12.845233,3.3486905,6.693918,1,7.81025,0.50774395,0.5480245
0,8,7,12.727922,3.8341317,7.3050137,1,5.3851647,0.50774395,0.5535669
1,8,7,12.489996,3.7474325,7.0228148,1,4.1231055,0.5877867,0.5953586
1,8,7,12.806249,3.7724855,7.4317913,1,8.124039,3.0726933,0.57249415
1,30,30,10.770329,3.1676185,5.774179,1,2.6457512,-0.2946025,0.36141953
0,13,14,13.928389,3.4802604,7.3737698,1,6.708204,0.5877867,0.54339933
0,24,25,13.711309,3.5209913,7.5202293,1,6.8556547,1.4632554,0.5883124
0,13,14,12.845233,3.7056444,7.2350426,1,5.196152,0.6747981,0.5600361
0,13,14,13.341664,3.2758913,7.4418716,1,7.4161983,0.7701082,0.58921915
0,14,15,13.601471,3.6645615,4.7301273,1,7.8740077,0.7701082,0.111510225
1,13,14,12.961481,3.4949093,7.056563,1,5.0990195,0.7701082,0.5142536
1,18,19,13.228757,3.8062212,7.588567,1,6.4031243,1.1267831,0.59058094
0,13,14,12.806249,3.9707954,7.4733477,1,5.7445626,1.974081,0.566752
1,13,14,13.928389,3.3939157,7.4317913,1,8.602325,2.3795462,0.5381638
0,8,7,13.820275,3.5567746,7.291261,1,2.828427,2.3795462,0.5174915
0,13,14,13.0,3.246499,5.2316966,1,6.928203,2.3795462,0.18195207
1,8,7,13.928389,4.0582457,6.4657717,1,2.828427,2.3795462,0.49020284
1,8,7,12.649111,3.6514313,6.923678,1,5.196152,0.9932518,0.5665408
0,8,7,14.035668,3.5162032,7.393706,1,4.8989797,0.9932518,0.5666315
0,18,19,10.535654,3.7995646,7.1965294,1,3.4641016,1.1267831,0.5662198
0,13,14,14.142136,3.509019,5.3296223,1,3.1622777,0.9932518,0.08449343
1,23,22,13.96424,3.5040908,6.6253924,1,7.4161983,1.1267831,0.54039454
1,12,13,13.076696,3.2126966,6.7543125,1,4.1231055,1.1267831,0.41230345
0,8,7,12.922848,3.8748448,7.3249445,1,3.0,0.23947997,0.5335527
1,24,25,12.922848,3.8648496,6.8368497,0,2.6457512,-1.101694,0.2739311
0,13,14,12.922848,3.9707954,7.4733477,1,5.7445626,1.2809339,0.566752
